,﻿Opportunity ID,Account ID,StageName,IsClosed,IsWon,CreatedDate,Term in Months,Service,Opportunity Type,Product Group,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status,Latitude,Longitude
1339,Opp-000989,Acct-000437,Closed - Lost,True,False,9/28/16,,,New Service,Ethernet,Bldg-389670,Dallas,2008 Lookout Dr,Garland,TX,75044,2000.44,On Zayo Network,32.9820151,-96.6570515
1340,Opp-000990,Acct-000074,5 - Accepted,True,True,9/28/16,36.0,,New Service,Ethernet,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network,32.9673866,-96.7129604
1341,Opp-000991,Acct-001176,1 - Working,False,False,9/28/16,36.0,,New Service,Ethernet,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,39.74576,-104.994423
1342,Opp-000992,Acct-000072,5 - Accepted,True,True,9/28/16,24.0,,New Service,Ethernet,Bldg-038206,Atlanta,3755 Mansell Rd,Alpharetta,GA,30022,319.2,On Zayo Network,34.0365389,-84.2945696
1343,Opp-000993,Acct-000057,Closed - Lost,True,False,9/28/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1344,Opp-000994,Acct-001177,2 - Best Case,False,False,9/28/16,52.0,a0M6000000I9X2iEAF,Positive Re-Rate/Move/Change,Wavelengths - Long Haul,Bldg-118922,Dallas,4025 Midway Rd,Carrollton,TX,75007,301.43,On Zayo Network,33.021641,-96.844558
1345,Opp-000995,Acct-000043,Closed - Lost,True,False,9/28/16,,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,33.7775391,-84.4214611
1346,Opp-000996,Acct-000057,Closed - Lost,True,False,9/28/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1347,Opp-000997,Acct-000043,Closed - Lost,True,False,9/28/16,,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,33.7775391,-84.4214611
1348,Opp-000998,Acct-000043,Closed - Lost,True,False,9/28/16,,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,33.7775391,-84.4214611
1349,Opp-000999,Acct-000361,5 - Accepted,True,True,9/28/16,36.0,,New Service,IP Services,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,39.5913091,-104.8470746
1350,Opp-001000,Acct-000013,5 - Accepted,True,True,9/28/16,36.0,,New Service,Ethernet,Bldg-036879,Atlanta,4000 Highlands Pkwy SE,Smyrna,GA,30082,188.62,On Zayo Network,33.829028,-84.503055
1351,Opp-001000,Acct-000013,5 - Accepted,True,True,9/28/16,36.0,,New Service,Ethernet,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,33.744265,-84.581427
1352,Opp-001001,Acct-000011,1 - Working,False,False,9/28/16,240.0,,New Service,Dark Fiber - Long Haul,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,39.74576,-104.994423
1353,Opp-001002,Acct-000072,5 - Accepted,True,True,9/28/16,36.0,,New Service,Ethernet,Bldg-135370,Dallas,4125 W Parker Rd,Plano,TX,75093,205.22,On Zayo Network,33.0423122,-96.7725541
1354,Opp-001003,Acct-000354,5 - Accepted,True,True,9/28/16,36.0,,New Service,Ethernet,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,33.758884,-84.38769
1355,Opp-001003,Acct-000354,5 - Accepted,True,True,9/28/16,36.0,,New Service,Ethernet,Bldg-060286,Atlanta,300 Interstate N Pkwy SE,Atlanta,GA,30339,81.71,On Zayo Network,33.8937868,-84.4603119
1356,Opp-001004,Acct-000435,5 - Accepted,True,True,9/28/16,36.0,,New Service,Ethernet,Bldg-116484,Dallas,717 N Harwood St,Dallas,TX,75201,34.68,On Zayo Network,32.7856764,-96.7980541
1357,Opp-001005,Acct-000053,5 - Accepted,True,True,9/28/16,36.0,,New Service,Wavelengths - Metro,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,32.787255,-96.794118
1358,Opp-001005,Acct-000053,5 - Accepted,True,True,9/28/16,36.0,,New Service,Wavelengths - Metro,Bldg-361118,Dallas,2800 Summit Ave,Plano,TX,75074,202.08,On Zayo Network,33.0093307,-96.6764626
1359,Opp-001006,Acct-000443,1 - Working,False,False,9/29/16,36.0,,New Service,IP Services,Bldg-233555,Denver,1375 Walnut St,Boulder,CO,80302,97.0,Not on Zayo Network,40.0176065,-105.2774029
1360,Opp-001007,Acct-000263,1 - Working,False,False,9/29/16,,,New Service,Wavelengths - Long Haul,Bldg-038076,Atlanta,1130 Powers Ferry Pl SE,Marietta,GA,30067,116.9,On Zayo Network,33.925308,-84.481658
1361,Opp-001008,Acct-000002,Closed - Lost,True,False,9/29/16,,,New Service,Ethernet,Bldg-015500,Dallas,2300 W Plano Pkwy - Bldg C,Plano,TX,75075,657.46,On Zayo Network,33.005724,-96.736843
1362,Opp-001009,Acct-000445,Closed - Lost,True,False,9/29/16,36.0,,New Service,IP Services,Bldg-493263,Denver,26 E 16th Ave,Denver,CO,80202,61.22,Not on Zayo Network,39.741917,-104.986335
1363,Opp-001010,Acct-000437,Closed - Lost,True,False,9/29/16,,,New Service,Wavelengths - Long Haul,Bldg-389670,Dallas,2008 Lookout Dr,Garland,TX,75044,2000.44,On Zayo Network,32.9820151,-96.6570515
1364,Opp-001011,Acct-000445,Closed - Lost,True,False,9/29/16,36.0,,New Service,IP Services,Bldg-493263,Denver,26 E 16th Ave,Denver,CO,80202,61.22,Not on Zayo Network,39.741917,-104.986335
1365,Opp-001012,Acct-000445,Closed - Lost,True,False,9/29/16,36.0,,New Service,IP Services,Bldg-493263,Denver,26 E 16th Ave,Denver,CO,80202,61.22,Not on Zayo Network,39.741917,-104.986335
1366,Opp-001013,Acct-000002,5 - Accepted,True,True,9/29/16,36.0,,New Service,Ethernet,Bldg-038587,Dallas,4100 Bryan St,Dallas,TX,75204,220.45,On Zayo Network,32.7974974,-96.7800473
1367,Opp-001014,Acct-000002,5 - Accepted,True,True,9/29/16,36.0,,New Service,Ethernet,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,32.8970767,-96.9829687
1368,Opp-001015,Acct-001178,1 - Working,False,False,9/29/16,,,New Service,IP Services,Bldg-109239,Denver,1225 17th St,Denver,CO,80202,85.83,On Zayo Network,39.7502486,-104.9958611
1369,Opp-001016,Acct-000453,Closed - Lost,True,False,9/29/16,36.0,,New Service,IP Services,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,32.92387,-96.79165
1370,Opp-001017,Acct-000444,1 - Working,False,False,9/29/16,36.0,,New Service,Ethernet,Bldg-493529,Dallas,4001 E Plano Pkwy,Plano,TX,75074,2643.41,Not on Zayo Network,33.010059,-96.6567
1371,Opp-001018,Acct-000444,1 - Working,False,False,9/29/16,36.0,,New Service,Ethernet,Bldg-493529,Dallas,4001 E Plano Pkwy,Plano,TX,75074,2643.41,Not on Zayo Network,33.010059,-96.6567
1372,Opp-001019,Acct-000444,1 - Working,False,False,9/29/16,12.0,,New Service,Ethernet,Bldg-493529,Dallas,4001 E Plano Pkwy,Plano,TX,75074,2643.41,Not on Zayo Network,33.010059,-96.6567
1373,Opp-001020,Acct-000300,1 - Working,False,False,9/29/16,36.0,,New Service,IP Services,Bldg-387604,Denver,3801 N Franklin St,Denver,CO,80205,633.33,Not on Zayo Network,39.770183,-104.968686
1374,Opp-001021,Acct-000263,1 - Working,False,False,9/29/16,,,New Service,Dark Fiber - Metro,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
1375,Opp-001021,Acct-000263,1 - Working,False,False,9/29/16,,,New Service,Dark Fiber - Metro,Bldg-038076,Atlanta,1130 Powers Ferry Pl SE,Marietta,GA,30067,116.9,On Zayo Network,33.925308,-84.481658
1376,Opp-001022,Acct-000002,5 - Accepted,True,True,9/29/16,60.0,,New Service,Ethernet,Bldg-057700,Denver,950 17th St,Denver,CO,80202,104.44,On Zayo Network,39.747652,-104.993784
1377,Opp-001023,Acct-000028,5 - Accepted,True,True,9/29/16,12.0,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1378,Opp-001024,Acct-001179,5 - Accepted,True,True,9/29/16,36.0,,New Service,IP Services,Bldg-116532,Dallas,8300 Douglas Ave,Dallas,TX,75225,185.44,On Zayo Network,32.8640547,-96.8078872
1379,Opp-001025,Acct-000007,5 - Accepted,True,True,9/29/16,12.0,,New Service,Ethernet,Bldg-109799,Dallas,1201 Main St,Dallas,TX,75202,141.06,On Zayo Network,32.7804649,-96.8022322
1380,Opp-001025,Acct-000007,5 - Accepted,True,True,9/29/16,12.0,,New Service,Ethernet,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,32.8970767,-96.9829687
1381,Opp-001026,Acct-001157,5 - Accepted,True,True,9/29/16,36.0,,New Service,Ethernet,Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,On Zayo Network,33.7616219,-84.3911416
1382,Opp-001027,Acct-000022,5 - Accepted,True,True,9/29/16,12.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1383,Opp-001027,Acct-000022,5 - Accepted,True,True,9/29/16,12.0,,New Service,Ethernet,Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,On Zayo Network,33.064858,-96.810993
1384,Opp-001028,Acct-000973,Closed - Lost,True,False,9/29/16,120.0,,New Service,Dark Fiber - Metro,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
1385,Opp-001028,Acct-000973,Closed - Lost,True,False,9/29/16,120.0,,New Service,Dark Fiber - Metro,Bldg-108659,Atlanta,6 W Druid Hills Dr NE,Atlanta,GA,30329,24.34,On Zayo Network,33.831659,-84.3401577
1386,Opp-001029,Acct-000263,1 - Working,False,False,9/29/16,,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
1387,Opp-001030,Acct-000263,1 - Working,False,False,9/29/16,,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
1388,Opp-001031,Acct-000039,1 - Working,False,False,9/29/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1389,Opp-001032,Acct-001180,2 - Best Case,False,False,9/29/16,12.0,,New Service,IP Services,Bldg-084698,Denver,335 Inverness Dr S,Englewood,CO,80112,308.86,On Zayo Network,39.560323,-104.85759
1390,Opp-001033,Acct-000116,1 - Working,False,False,9/30/16,,,New Service,Wavelengths - Long Haul,Bldg-381634,Dallas,2001 Westgate Dr,Carrollton,TX,75006,10008.08,Not on Zayo Network,32.95013,-96.93198
1391,Opp-001034,Acct-000013,5 - Accepted,True,True,9/30/16,60.0,,New Service,Ethernet,Bldg-117892,Dallas,13800 Diplomat Dr,Dallas,TX,75234,254.37,On Zayo Network,32.93166,-96.9056763
1392,Opp-001035,Acct-000058,5 - Accepted,True,True,9/30/16,12.0,a0M6000000FfvtAEAR,Positive Re-Rate/Move/Change,IP Services,Bldg-122290,Dallas,4121 International Pkwy,Carrollton,TX,75007,1250.0,On Zayo Network,33.02054,-96.84912
1393,Opp-001036,Acct-001181,5 - Accepted,True,True,9/30/16,24.0,,New Service,Ethernet,Bldg-033953,Atlanta,11650 Great Oaks Way,Alpharetta,GA,30022,2137.78,On Zayo Network,34.063368,-84.272632
1394,Opp-001037,Acct-000435,Closed - Lost,True,False,9/30/16,36.0,,New Service,Ethernet,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
1395,Opp-001038,Acct-000058,Closed - Lost,True,False,9/30/16,12.0,,New Service,Ethernet,Bldg-122290,Dallas,4121 International Pkwy,Carrollton,TX,75007,1250.0,On Zayo Network,33.02054,-96.84912
1396,Opp-001039,Acct-000126,2 - Best Case,False,False,9/30/16,12.0,,New Service,Wavelengths - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,39.74556,-104.995682
1397,Opp-001040,Acct-000072,5 - Accepted,True,True,9/30/16,36.0,,New Service,Ethernet,Bldg-115383,Atlanta,303 Perimeter Ctr North NE,Atlanta,GA,30346,669.51,On Zayo Network,33.9288848,-84.3350136
1398,Opp-001041,Acct-000002,1 - Working,False,False,9/30/16,,,New Service,Wavelengths - Long Haul,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network,39.745214,-104.996223
1399,Opp-001042,Acct-000019,3 - Committed,False,False,9/30/16,36.0,,New Service,Wavelengths - Long Haul,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,39.5913091,-104.8470746
1400,Opp-001043,Acct-000084,Closed - Lost,True,False,9/30/16,36.0,,New Service,Ethernet,Bldg-038118,Atlanta,1802 Briarcliff Rd NE,Atlanta,GA,30329,19.99,On Zayo Network,33.807637,-84.341164
1401,Opp-001044,Acct-000084,Closed - Lost,True,False,9/30/16,36.0,,New Service,Ethernet,Bldg-068834,Atlanta,3845 Pleasantdale Rd,Atlanta,GA,30340,2306.42,Not on Zayo Network,33.8972032,-84.2398012
1402,Opp-001045,Acct-000182,1 - Working,False,False,10/1/16,,,New Service,IP Services,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,33.7775391,-84.4214611
1403,Opp-001046,Acct-000182,1 - Working,False,False,10/1/16,24.0,,New Service,IP Services,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,33.7775391,-84.4214611
1404,Opp-001047,Acct-000455,Closed - Lost,True,False,10/3/16,36.0,,New Service,Ethernet,Bldg-109246,Denver,1515 Wynkoop St,Denver,CO,80202,116.5,Not on Zayo Network,39.7514763,-105.0021949
1405,Opp-001047,Acct-000455,Closed - Lost,True,False,10/3/16,36.0,,New Service,Ethernet,Bldg-161504,Dallas,15950 Dallas Pkwy,Dallas,TX,75248,509.54,Not on Zayo Network,32.966202,-96.8203615
1406,Opp-001048,Acct-000009,2 - Best Case,False,False,10/3/16,24.0,,New Service,Wavelengths - Metro,Bldg-014863,Atlanta,55 Park Pl NE,Atlanta,GA,30303,120.14,On Zayo Network,33.7559784,-84.3871857
1407,Opp-001048,Acct-000009,2 - Best Case,False,False,10/3/16,24.0,,New Service,Wavelengths - Metro,Bldg-038059,Atlanta,1003 Donnelly Ave SW,Atlanta,GA,30310,57.36,On Zayo Network,33.729225,-84.420197
1408,Opp-001049,Acct-001068,1 - Working,False,False,10/3/16,,,New Service,Dark Fiber - Metro,Bldg-236056,Dallas,1000 Throckmorton St,Fort Worth,TX,76102,83.04,On Zayo Network,32.7502488,-97.330738
1409,Opp-001049,Acct-001068,1 - Working,False,False,10/3/16,,,New Service,Dark Fiber - Metro,Bldg-385287,Dallas,6801 Bowman Roberts Rd,Fort Worth,TX,76179,2740.26,On Zayo Network,32.8598107,-97.4187697
1410,Opp-001050,Acct-000462,Closed - Lost,True,False,10/3/16,36.0,,New Service,Dark Fiber - Metro,Bldg-111944,Dallas,8435 N Stemmons Fwy,Dallas,TX,75247,460.01,On Zayo Network,32.8275026,-96.8738916
1411,Opp-001050,Acct-000462,Closed - Lost,True,False,10/3/16,36.0,,New Service,Dark Fiber - Metro,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network,32.9673866,-96.7129604
1412,Opp-001051,Acct-001182,5 - Accepted,True,True,10/3/16,24.0,,New Service,Wavelengths - Long Haul,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,32.992076,-96.930441
1413,Opp-001052,Acct-001154,Closed - Lost,True,False,10/3/16,,,New Service,Wavelengths - Long Haul,Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,On Zayo Network,33.064858,-96.810993
1414,Opp-001053,Acct-000463,Closed - Lost,True,False,10/3/16,36.0,,New Service,IP Services,Bldg-061948,Atlanta,3 Ravinia Dr,Atlanta,GA,30346,1195.59,On Zayo Network,33.9216135,-84.3349872
1415,Opp-001054,Acct-001068,5 - Accepted,True,True,10/3/16,120.0,,New Service,Dark Fiber - Metro,Bldg-487567,Dallas,212 E Felix St,Fort Worth,TX,76115,,Build in Progress,32.6772341,-97.3249377
1416,Opp-001054,Acct-001068,5 - Accepted,True,True,10/3/16,120.0,,New Service,Dark Fiber - Metro,Bldg-385285,Dallas,505 W Felix St,Fort Worth,TX,76115,2486.11,On Zayo Network,32.6781842,-97.3330177
1417,Opp-001055,Acct-001183,Closed - Lost,True,False,10/3/16,,,New Service,Dark Fiber - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,39.74556,-104.995682
1418,Opp-001056,Acct-001183,Closed - Lost,True,False,10/3/16,,,New Service,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,39.74556,-104.995682
1419,Opp-001057,Acct-000009,1 - Working,False,False,10/3/16,,,New Service,Ethernet,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network,39.745857,-104.996067
1420,Opp-001057,Acct-000009,1 - Working,False,False,10/3/16,,,New Service,Ethernet,Bldg-111198,Denver,2485 Curtis St,Denver,CO,80205,9.42,On Zayo Network,39.75559,-104.9842299
1421,Opp-001058,Acct-000161,Closed - Lost,True,False,10/4/16,60.0,,New Service,Dark Fiber - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1422,Opp-001059,Acct-000053,1 - Working,False,False,10/4/16,,,New Service,Dark Fiber - Metro,Bldg-038101,Atlanta,1500 Southpoint Dr,Forest Park,GA,30297,178.15,On Zayo Network,33.633246,-84.383297
1423,Opp-001059,Acct-000053,1 - Working,False,False,10/4/16,,,New Service,Dark Fiber - Metro,Bldg-482640,Atlanta,3000 Flowers Rd S,Atlanta,GA,30341,,Not on Zayo Network,33.873569,-84.268569
1424,Opp-001059,Acct-000053,1 - Working,False,False,10/4/16,,,New Service,Dark Fiber - Metro,Bldg-493983,Atlanta,3075 Northwoods Pkwy NW,Peachtree Corners,GA,30071,24.71,Not on Zayo Network,33.9615394,-84.1967378
1425,Opp-001060,Acct-000002,5 - Accepted,True,True,10/4/16,36.0,,New Service,Ethernet,Bldg-137688,Dallas,8550 Freeport Pkwy,Irving,TX,75063,785.68,On Zayo Network,32.9235799,-97.0151997
1426,Opp-001061,Acct-000054,3 - Committed,False,False,10/4/16,36.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1427,Opp-001061,Acct-000054,3 - Committed,False,False,10/4/16,36.0,,New Service,Ethernet,Bldg-116452,Dallas,3811 Turtle Creek Blvd,Dallas,TX,75219,605.15,On Zayo Network,32.8139099,-96.8006337
1428,Opp-001062,Acct-000054,2 - Best Case,False,False,10/4/16,36.0,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1429,Opp-001063,Acct-000098,1 - Working,False,False,10/4/16,36.0,,New Service,Ethernet,Bldg-383561,Dallas,1500 N Greenville Ave,Richardson,TX,75081,468.65,Not on Zayo Network,32.968746,-96.7180262
1430,Opp-001064,Acct-000409,Closed - Lost,True,False,10/4/16,36.0,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1431,Opp-001065,Acct-000034,1 - Working,False,False,10/4/16,36.0,,New Service,Ethernet,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
1432,Opp-001065,Acct-000034,1 - Working,False,False,10/4/16,36.0,,New Service,Ethernet,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,34.0354213,-84.0608807
1433,Opp-001066,Acct-000273,5 - Accepted,True,True,10/4/16,120.0,,New Service,FTT - Dark Fiber,Bldg-138948,Denver,365 S Quebec St,Denver,CO,80247,137.65,On Zayo Network,39.7107564,-104.9039569
1434,Opp-001067,Acct-000273,5 - Accepted,True,True,10/4/16,120.0,,New Service,FTT - Dark Fiber,Bldg-456671,Denver,4555 S Chambers Rd,Aurora,CO,80015,80.32,Build in Progress,39.6322,-104.8094
1435,Opp-001068,Acct-000273,5 - Accepted,True,True,10/4/16,120.0,,New Service,FTT - Small Cell,Bldg-138982,Denver,5045 Broadway,Denver,CO,80216,1444.81,On Zayo Network,39.7881018,-104.9879408
1436,Opp-001069,Acct-000012,Closed - Lost,True,False,10/4/16,36.0,,New Service,Wavelengths - Long Haul,Bldg-109234,Denver,555 17th St,Denver,CO,80202,97.89,On Zayo Network,39.745216,-104.989305
1437,Opp-001070,Acct-000374,Closed - Lost,True,False,10/4/16,120.0,,New Service,Dark Fiber - Metro,Bldg-115562,Atlanta,1355 Terrell Mill Rd SE,Marietta,GA,30067,363.15,On Zayo Network,33.9183068,-84.4653482
1438,Opp-001070,Acct-000374,Closed - Lost,True,False,10/4/16,120.0,,New Service,Dark Fiber - Metro,Bldg-038059,Atlanta,1003 Donnelly Ave SW,Atlanta,GA,30310,57.36,On Zayo Network,33.729225,-84.420197
1439,Opp-001071,Acct-000073,Closed - Lost,True,False,10/4/16,36.0,,New Service,Ethernet,Bldg-054666,Atlanta,1201 W Peachtree St NE,Atlanta,GA,30309,159.56,On Zayo Network,33.78769,-84.382969
1440,Opp-001072,Acct-001184,1 - Working,False,False,10/4/16,,,New Service,Live Video,Bldg-015325,Denver,4100 E Dry Creek Rd,Littleton,CO,80122,45.4,On Zayo Network,39.578627,-104.939031
1441,Opp-001072,Acct-001184,1 - Working,False,False,10/4/16,,,New Service,Live Video,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network,33.7338392,-84.4256845
1442,Opp-001073,Acct-000002,5 - Accepted,True,True,10/4/16,36.0,,New Service,Ethernet,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247.0,On Zayo Network,39.777368,-104.968254
1443,Opp-001074,Acct-000012,Closed - Lost,True,False,10/4/16,36.0,,New Service,IP Services,Bldg-109234,Denver,555 17th St,Denver,CO,80202,97.89,On Zayo Network,39.745216,-104.989305
1444,Opp-001075,Acct-000420,Closed - Lost,True,False,10/5/16,36.0,,New Service,Ethernet,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
1445,Opp-001076,Acct-000056,Closed - Lost,True,False,10/4/16,12.0,,New Service,Wavelengths - Long Haul,Bldg-117680,Dallas,3000 Telecom Pkwy,Richardson,TX,75082,4830.93,On Zayo Network,32.99042,-96.651985
1446,Opp-001077,Acct-000043,5 - Accepted,True,True,10/4/16,36.0,,New Service,Ethernet,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,34.0354213,-84.0608807
1447,Opp-001077,Acct-000043,5 - Accepted,True,True,10/4/16,36.0,,New Service,Ethernet,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,32.8970767,-96.9829687
1448,Opp-001078,Acct-000005,Closed - Lost,True,False,10/5/16,36.0,,New Service,IP Services,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,32.92387,-96.79165
1449,Opp-001079,Acct-000020,Closed - Lost,True,False,10/5/16,36.0,,New Service,IP Services,Bldg-081145,Denver,110 16th St,Denver,CO,80202,133.87,On Zayo Network,39.741574,-104.987873
1450,Opp-001080,Acct-000009,5 - Accepted,True,True,10/5/16,36.0,,New Service,Ethernet,Bldg-131162,Dallas,1215 Integrity Dr,Richardson,TX,75081,160.56,On Zayo Network,32.964732,-96.7159639
1451,Opp-001081,Acct-000018,3 - Committed,False,False,10/5/16,36.0,,New Service,Ethernet,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network,32.778334,-96.79855
1452,Opp-001081,Acct-000018,3 - Committed,False,False,10/5/16,36.0,,New Service,Ethernet,Bldg-409262,Dallas,1900 N Akard St,Dallas,TX,75201,805.08,Not on Zayo Network,32.787573,-96.802413
1453,Opp-001082,Acct-000399,1 - Working,False,False,10/5/16,36.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1454,Opp-001082,Acct-000399,1 - Working,False,False,10/5/16,36.0,,New Service,Ethernet,Bldg-482540,Dallas,14675 Dallas Pkwy,Dallas,TX,75254,178.3,Not on Zayo Network,32.9464324,-96.824261
1455,Opp-001083,Acct-000049,1 - Working,False,False,10/5/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1456,Opp-001084,Acct-001185,2 - Best Case,False,False,10/5/16,36.0,a0M6000000L0YIfEAN,Positive Re-Rate/Move/Change,Ethernet,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,34.0354213,-84.0608807
1457,Opp-001085,Acct-000135,Closed - Lost,True,False,10/5/16,,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,33.7775391,-84.4214611
1458,Opp-001086,Acct-000055,Closed - Lost,True,False,10/5/16,12.0,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,32.800805,-96.819612
1459,Opp-001086,Acct-000055,Closed - Lost,True,False,10/5/16,12.0,,New Service,Wavelengths - Long Haul,Bldg-037367,Atlanta,2525 Westside Pkwy,Alpharetta,GA,30004,1580.14,On Zayo Network,34.0826226,-84.267566
1460,Opp-001086,Acct-000055,Closed - Lost,True,False,10/5/16,12.0,,New Service,Wavelengths - Long Haul,Bldg-483670,Dallas,2900 W Plano Pkwy,Plano,TX,75075,389.2,Not on Zayo Network,33.008065,-96.752295
1461,Opp-001086,Acct-000055,Closed - Lost,True,False,10/5/16,12.0,,New Service,Wavelengths - Long Haul,Bldg-349216,Dallas,601 Data Dr,Plano,TX,75075,773.88,Not on Zayo Network,33.008123,-96.7590852
1462,Opp-001087,Acct-000049,1 - Working,False,False,10/5/16,,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,33.755431,-84.391561
